t,u,y
39.90000000,2.07637906,578.57147217
39.92000000,2.07637906,572.14288330
39.94000000,2.07637906,572.14288330
39.96000000,2.07637906,565.71429443
39.98000000,2.07637906,559.28576660
40.00000000,2.07637906,559.28576660
40.02000000,2.07637906,559.28576660
40.04000000,2.07637906,552.85717773
40.06000000,2.07637906,552.85717773
40.08000000,2.07637906,552.85717773
40.10000000,2.07637906,552.85717773
40.12000000,2.07637906,552.85717773
40.14000000,2.07637906,552.85717773
40.16000000,2.89896154,552.85717773
40.18000000,2.89896154,552.85717773
40.20000000,2.89896154,572.14288330
40.22000000,2.89896154,578.57147217
40.24000000,2.89896154,591.42864990
40.26000000,2.89896154,597.85717773
40.28000000,2.89896154,597.85717773
40.30000000,2.89896154,597.85717773
40.32000000,2.89896154,604.28576660
40.34000000,2.89896154,604.28576660
40.36000000,2.89896154,604.28576660
40.38000000,2.89896154,610.71435547
40.40000000,2.89896154,604.28576660
40.42000000,2.89896154,604.28576660
40.44000000,2.89896154,604.28576660
40.46000000,2.89896154,604.28576660
40.48000000,2.89896154,604.28576660
40.50000000,2.89896154,604.28576660
40.52000000,2.89896154,604.28576660
40.54000000,2.89896154,597.85717773
40.56000000,2.89896154,604.28576660
40.58000000,2.89896154,604.28576660
40.60000000,2.89896154,604.28576660
40.62000000,2.89896154,610.71435547
40.64000000,2.07637906,604.28576660
